text,type,label,source
Sitting ard nothing to do lor. U leh busy w work?,sms,legitimate,real
"Dear customer, Votre carte sera debitee de 89.99 EUR. Annulez ici: http://apple-id-locked.co",email,phishing,synthetic
"Dear customer, Dernier avertissement: mettez a jour vos infos BNP ou perte du compte: http://amaz0n-verify.net/billing/reactivate",email,phishing,synthetic
He's just gonna worry for nothing. And he won't give you money its no use.,sms,legitimate,real
"Dear customer, Refund of 250 EUR pending from Amazon. Claim within 12h: https://amaz0n-verify.net/login/verify",email,phishing,synthetic
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",sms,legitimate,real
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,sms,legitimate,real
"Dear customer, Click to avoid account closure Attijariwafa: https://secure-orange-fr.com/billing/reactivate",email,phishing,synthetic
He needs to stop going to bed and make with the fucking dealing,sms,legitimate,real
Dernier avertissement: mettez a jour vos infos La Poste ou perte du compte: http://cihbank-login.online,sms,phishing,synthetic
"Dear customer, Salut Karim, on se voit a 18h pour le cafe ?",email,legitimate,synthetic
تنبيه: تم تعليق حسابك في Chronopost. تحقق من هويتك هنا: https://bit.ly/3xVq9z/unlock?id=8821,sms,phishing,synthetic
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",sms,phishing,real
"Cher client, Refund of 250 EUR pending from DHL. Claim within 12h: http://netflix-billing.support",email,phishing,synthetic
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,sms,legitimate,real
Can. Dunno wat to get 4 her...,sms,legitimate,real
"Cher client, Refund of 250 EUR pending from Orange. Claim within 12h: http://laposte-colis.info/account/confirm",email,phishing,synthetic
"Bonjour, Your Chronopost account is locked. Confirm your identity now: http://bit.ly/3xVq9z/billing/reactivate",email,phishing,synthetic
No. I meant the calculation is the same. That &lt;#&gt; units at &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,sms,legitimate,real
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,sms,legitimate,real
Votre carte sera debitee de 89.99 EUR. Annulez ici: http://192.168.43.12/secure/update,sms,phishing,synthetic
Tell me pa. How is pain de.,sms,legitimate,real
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,sms,phishing,real
Yep then is fine 7.30 or 8.30 for ice age.,sms,legitimate,real
"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",sms,legitimate,real
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",sms,legitimate,real
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",sms,legitimate,real
I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,sms,legitimate,real
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",sms,phishing,real
Sorry i din lock my keypad.,sms,legitimate,real
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,sms,legitimate,real
تنبيه: تم تعليق حسابك في Amazon. تحقق من هويتك هنا: http://bit.ly/3xVq9z,sms,phishing,synthetic
https://apple.com/,url,legitimate,synthetic
"Yeah, that's fine! It's £6 to get in, is that ok?",sms,legitimate,real
Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,sms,legitimate,real
I didn't get the second half of that message,sms,legitimate,real
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,sms,legitimate,real
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",sms,legitimate,real
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,sms,phishing,real
"I can make it up there, squeezed &lt;#&gt; bucks out of my dad",sms,legitimate,real
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,sms,legitimate,real
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",sms,phishing,real
"Cher client, Security alert: unusual login on your Chronopost account. Reset: http://account-update.xyz/login/verify",email,phishing,synthetic
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,sms,legitimate,real
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,sms,legitimate,real
Then get some cash together and I'll text jason,sms,legitimate,real
Lol no ouch but wish i'd stayed out a bit longer,sms,legitimate,real
Wot u up 2 u weirdo?,sms,legitimate,real
Are you available for soiree on June 3rd?,sms,legitimate,real
Refund of 250 EUR pending from Google. Claim within 12h: https://192.168.43.12/webscr?cmd=login,sms,phishing,synthetic
Dernier avertissement: mettez a jour vos infos Google ou perte du compte: https://secure-orange-fr.com/login/verify,sms,phishing,synthetic
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,sms,legitimate,real
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,sms,legitimate,real
I think its far more than that but find out. Check google maps for a place from your dorm.,sms,legitimate,real
Dernier avertissement: mettez a jour vos infos DHL ou perte du compte: http://192.168.43.12/secure/update,sms,phishing,synthetic
What r u cooking me for dinner?,sms,legitimate,real
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",sms,legitimate,real
Security alert: unusual login on your BNP account. Reset: http://amaz0n-verify.net/login/verify,sms,phishing,synthetic
Also remember the beads don't come off. Ever.,sms,legitimate,real
Dude just saw a parked car with its sunroof popped up. Sux,sms,legitimate,real
"Cher client, Votre carte sera debitee de 89.99 EUR. Annulez ici: https://netflix-billing.support",email,phishing,synthetic
https://192.168.43.12/account/confirm,url,phishing,synthetic
"Dear customer, Click to avoid account closure Orange: https://account-update.xyz/webscr?cmd=login",email,phishing,synthetic
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,sms,phishing,real
Ü got wat to buy tell us then ü no need to come in again.,sms,legitimate,real
Refund of 250 EUR pending from BNP. Claim within 12h: https://192.168.43.12/unlock?id=8821,sms,phishing,synthetic
Don know:)this week i'm going to tirunelvai da.,sms,legitimate,real
Votre colis est bloque. Payez les frais de douane: http://192.168.43.12,sms,phishing,synthetic
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",sms,legitimate,real
"Dear customer, Votre colis est bloque. Payez les frais de douane: http://bit.ly/3xVq9z/billing/reactivate",email,phishing,synthetic
Click to avoid account closure La Poste: https://cihbank-login.online,sms,phishing,synthetic
"Cher client, Vous avez gagne un cadeau Attijariwafa! Reclamez-le sous 24h: https://paypa1-secure.com/billing/reactivate",email,phishing,synthetic
"Cher client, Security alert: unusual login on your CIH Bank account. Reset: http://paypa1-secure.com",email,phishing,synthetic
"Oh right, ok. I'll make sure that i do loads of work during the day! got a really nasty cough today and is dry n shot so that should really help it!",sms,legitimate,real
"Aight, let me know when you're gonna be around usf",sms,legitimate,real
Yes. I come to nyc for audiitions and am trying to relocate.,sms,legitimate,real
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,sms,legitimate,real
Security alert: unusual login on your Attijariwafa account. Reset: http://paypa1-secure.com/login/verify,sms,phishing,synthetic
Dernier avertissement: mettez a jour vos infos Google ou perte du compte: http://cihbank-login.online/webscr?cmd=login,sms,phishing,synthetic
I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,sms,legitimate,real
"Cher client, Your Microsoft account is locked. Confirm your identity now: https://amaz0n-verify.net/secure/update",email,phishing,synthetic
Votre colis est bloque. Payez les frais de douane: https://bit.ly/3xVq9z/webscr?cmd=login,sms,phishing,synthetic
Yes watching footie but worried we're going to blow it - Phil Neville?,sms,legitimate,real
Reason is if the team budget is available at last they buy the unsold players for at base rate..,sms,legitimate,real
Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,sms,legitimate,real
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",sms,legitimate,real
Got it! It looks scrumptious... daddy wants to eat you all night long!,sms,legitimate,real
how tall are you princess?,sms,legitimate,real
URGENT: votre compte Apple a ete suspendu. Verifiez ici: http://apple-id-locked.co,sms,phishing,synthetic
We live in the next &lt;#&gt; mins,sms,legitimate,real
Ok lor... But buy wat?,sms,legitimate,real
https://laposte.fr/,url,legitimate,synthetic
"Dear customer, Votre colis est bloque. Payez les frais de douane: http://apple-id-locked.co/unlock?id=8821",email,phishing,synthetic
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,sms,legitimate,real
Ok then u tell me wat time u coming later lor.,sms,legitimate,real
URGENT: votre compte Netflix a ete suspendu. Verifiez ici: http://cihbank-login.online/webscr?cmd=login,sms,phishing,synthetic
Security alert: unusual login on your Orange account. Reset: https://laposte-colis.info,sms,phishing,synthetic
URGENT: votre compte Orange a ete suspendu. Verifiez ici: https://cihbank-login.online/unlock?id=8821,sms,phishing,synthetic
I think it's all still in my car,sms,legitimate,real
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,sms,phishing,real
https://account-update.xyz/webscr?cmd=login,url,phishing,synthetic
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,sms,phishing,real
https://amazon.fr/help,url,legitimate,synthetic
"Hello, As per request from &lt;#&gt; Rs.5 has been transfered to you",sms,legitimate,real
Your BNP account is locked. Confirm your identity now: https://amaz0n-verify.net,sms,phishing,synthetic
http://netflix-billing.support/unlock?id=8821,url,phishing,synthetic
Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,sms,legitimate,real
Click to avoid account closure Microsoft: https://paypa1-secure.com/account/confirm,sms,phishing,synthetic
Dernier avertissement: mettez a jour vos infos Amazon ou perte du compte: http://cihbank-login.online/secure/update,sms,phishing,synthetic
Aight well keep me informed,sms,legitimate,real
Ü ready then call me...,sms,legitimate,real
Sorry da..today i wont come to play..i have driving clas..,sms,legitimate,real
Am also doing in cbe only. But have to pay.,sms,legitimate,real
Security alert: unusual login on your Free account. Reset: http://secure-orange-fr.com/billing/reactivate,sms,phishing,synthetic
Your CIH Bank account is locked. Confirm your identity now: http://secure-orange-fr.com/unlock?id=8821,sms,phishing,synthetic
Security alert: unusual login on your Google account. Reset: http://cihbank-login.online/account/confirm,sms,phishing,synthetic
"K I'll head out in a few mins, see you there",sms,legitimate,real
"Cher client, تنبيه: تم تعليق حسابك في Amazon. تحقق من هويتك هنا: https://amaz0n-verify.net/billing/reactivate",email,phishing,synthetic
No..jst change tat only..,sms,legitimate,real
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,sms,phishing,real
Hhahhaahahah rofl wtf nig was leonardo in your room or something,sms,legitimate,real
"Bonjour Sara, la reunion est decalee a 15h.",sms,legitimate,synthetic
"Cher client, Refund of 250 EUR pending from Amazon. Claim within 12h: https://apple-id-locked.co/login/verify",email,phishing,synthetic
Vous avez gagne un cadeau Microsoft! Reclamez-le sous 24h: http://netflix-billing.support/login/verify,sms,phishing,synthetic
Votre colis est bloque. Payez les frais de douane: http://secure-orange-fr.com/billing/reactivate,sms,phishing,synthetic
"Cher client, Votre colis est bloque. Payez les frais de douane: http://cihbank-login.online/secure/update",email,phishing,synthetic
Security alert: unusual login on your Attijariwafa account. Reset: http://192.168.43.12/unlock?id=8821,sms,phishing,synthetic
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),sms,legitimate,real
http://amaz0n-verify.net/billing/reactivate,url,phishing,synthetic
Refund of 250 EUR pending from Amazon. Claim within 12h: https://apple-id-locked.co,sms,phishing,synthetic
"When you just put in the + sign, choose my number and the pin will show. Right?",sms,legitimate,real
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,sms,phishing,real
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,sms,phishing,real
تنبيه: تم تعليق حسابك في Amazon. تحقق من هويتك هنا: http://netflix-billing.support/unlock?id=8821,sms,phishing,synthetic
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are &lt;#&gt; and up,sms,legitimate,real
Rofl. Its true to its name,sms,legitimate,real
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,sms,legitimate,real
Security alert: unusual login on your CIH Bank account. Reset: https://cihbank-login.online,sms,phishing,synthetic
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sms,phishing,real
She doesnt need any test.,sms,legitimate,real
"Aight, lemme know what's up",sms,legitimate,real
I'll probably be around mu a lot,sms,legitimate,real
URGENT: votre compte La Poste a ete suspendu. Verifiez ici: http://account-update.xyz/webscr?cmd=login,sms,phishing,synthetic
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",sms,legitimate,real
No pic. Please re-send.,sms,legitimate,real
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,sms,legitimate,real
"Bonjour, Happy birthday Nadia! Hope you have a great day.",email,legitimate,synthetic
How long does applebees fucking take,sms,legitimate,real
Fuck cedar key and fuck her (come over anyway tho),sms,legitimate,real
Dernier avertissement: mettez a jour vos infos PayPal ou perte du compte: http://192.168.43.12/webscr?cmd=login,sms,phishing,synthetic
And he's apparently bffs with carly quick now,sms,legitimate,real
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,sms,legitimate,real
Votre colis est bloque. Payez les frais de douane: http://secure-orange-fr.com/login/verify,sms,phishing,synthetic
https://account-update.xyz/login/verify,url,phishing,synthetic
Security alert: unusual login on your Microsoft account. Reset: http://netflix-billing.support/billing/reactivate,sms,phishing,synthetic
تنبيه: تم تعليق حسابك في CIH Bank. تحقق من هويتك هنا: https://laposte-colis.info/unlock?id=8821,sms,phishing,synthetic
have * good weekend.,sms,legitimate,real
"Dear customer, Your monthly PayPal statement is now available in the app.",email,legitimate,synthetic
Come aftr &lt;DECIMAL&gt; ..now i m cleaning the house,sms,legitimate,real
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,sms,legitimate,real
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,sms,phishing,real
"Bonjour, Dernier avertissement: mettez a jour vos infos Free ou perte du compte: http://apple-id-locked.co",email,phishing,synthetic
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",sms,phishing,real
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,sms,phishing,real
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",sms,phishing,real
Smith waste da.i wanna gayle.,sms,legitimate,real
"Bonjour, Your Google account is locked. Confirm your identity now: https://cihbank-login.online/webscr?cmd=login",email,phishing,synthetic
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,sms,legitimate,real
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",sms,legitimate,real
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,sms,phishing,real
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),sms,legitimate,real
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),sms,phishing,real
https://secure-orange-fr.com/secure/update,url,phishing,synthetic
"not that I know of, most people up here are still out of town",sms,legitimate,real
Click to avoid account closure CIH Bank: https://amaz0n-verify.net/login/verify,sms,phishing,synthetic
Yes i have. So that's why u texted. Pshew...missing you so much,sms,legitimate,real
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,sms,legitimate,real
Your Netflix account is locked. Confirm your identity now: http://laposte-colis.info/account/confirm,sms,phishing,synthetic
Click to avoid account closure Netflix: http://laposte-colis.info/billing/reactivate,sms,phishing,synthetic
http://paypa1-secure.com/unlock?id=8821,url,phishing,synthetic
You still around? Looking to pick up later,sms,legitimate,real
Ok then i'll let him noe later n ask him call u tmr...,sms,legitimate,real
TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,sms,phishing,real
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,sms,legitimate,real
Oh just getting even with u.... u?,sms,legitimate,real
Wow v v impressed. Have funs shopping!,sms,legitimate,real
Are you this much buzy,sms,legitimate,real
"Alright we're hooked up, where you guys at",sms,legitimate,real
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",sms,phishing,real
Your Google account is locked. Confirm your identity now: https://cihbank-login.online/unlock?id=8821,sms,phishing,synthetic
I've not sent it. He can send me.,sms,legitimate,real
"Bonjour, تنبيه: تم تعليق حسابك في Google. تحقق من هويتك هنا: http://paypa1-secure.com/secure/update",email,phishing,synthetic
Dernier avertissement: mettez a jour vos infos Netflix ou perte du compte: http://paypa1-secure.com/secure/update,sms,phishing,synthetic
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,sms,phishing,real
تنبيه: تم تعليق حسابك في CIH Bank. تحقق من هويتك هنا: http://bit.ly/3xVq9z,sms,phishing,synthetic
If we win its really no 1 side for long time.,sms,legitimate,real
Is xy in ur car when u picking me up?,sms,legitimate,real
Ok which your another number,sms,legitimate,real
http://netflix-billing.support/webscr?cmd=login,url,phishing,synthetic
Dernier avertissement: mettez a jour vos infos Apple ou perte du compte: https://laposte-colis.info/webscr?cmd=login,sms,phishing,synthetic
"Bonjour, URGENT: votre compte BNP a ete suspendu. Verifiez ici: https://paypa1-secure.com/billing/reactivate",email,phishing,synthetic
Ok. Me watching tv too.,sms,legitimate,real
Vous avez gagne un cadeau Netflix! Reclamez-le sous 24h: https://amaz0n-verify.net/secure/update,sms,phishing,synthetic
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",sms,phishing,real
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,sms,phishing,real
Wake me up at &lt;#&gt; am morning:),sms,legitimate,real
Ok i am on the way to home hi hi,sms,legitimate,real
Click to avoid account closure Amazon: https://paypa1-secure.com/account/confirm,sms,phishing,synthetic
I love to give massages. I use lots of baby oil... What is your fave position?,sms,legitimate,real
URGENT: votre compte BNP a ete suspendu. Verifiez ici: http://apple-id-locked.co/webscr?cmd=login,sms,phishing,synthetic
"Cher client, URGENT: votre compte Apple a ete suspendu. Verifiez ici: https://paypa1-secure.com/secure/update",email,phishing,synthetic
"Dear customer, Security alert: unusual login on your CIH Bank account. Reset: http://laposte-colis.info/secure/update",email,phishing,synthetic
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",sms,legitimate,real
Votre carte sera debitee de 89.99 EUR. Annulez ici: https://192.168.43.12/login/verify,sms,phishing,synthetic
&lt;#&gt; mins but i had to stop somewhere first.,sms,legitimate,real
تنبيه: تم تعليق حسابك في Orange. تحقق من هويتك هنا: http://account-update.xyz/login/verify,sms,phishing,synthetic
He is a womdarfull actor,sms,legitimate,real
I thank you so much for all you do with selflessness. I love you plenty.,sms,legitimate,real
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",sms,phishing,real
You call him now ok i said call him,sms,legitimate,real
Refund of 250 EUR pending from Orange. Claim within 12h: https://bit.ly/3xVq9z/secure/update,sms,phishing,synthetic
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,sms,phishing,real
Why tired what special there you had,sms,legitimate,real
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",sms,phishing,real
Argh why the fuck is nobody in town ;_;,sms,legitimate,real
"Dear customer, Vous avez gagne un cadeau Google! Reclamez-le sous 24h: http://bit.ly/3xVq9z/secure/update",email,phishing,synthetic
Its ok..come to my home it vl nice to meet and v can chat..,sms,legitimate,real
And is there a way you can send shade's stuff to her. And she has been wonderful too.,sms,legitimate,real
Refund of 250 EUR pending from DHL. Claim within 12h: http://paypa1-secure.com/login/verify,sms,phishing,synthetic
"Dear customer, Vous avez gagne un cadeau Attijariwafa! Reclamez-le sous 24h: https://bit.ly/3xVq9z/webscr?cmd=login",email,phishing,synthetic
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,sms,legitimate,real
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",sms,legitimate,real
I have to take exam with in march 3,sms,legitimate,real
"Probably, want to pick up more?",sms,legitimate,real
Yes just finished watching days of our lives. I love it.,sms,legitimate,real
If u sending her home first it's ok lor. I'm not ready yet.,sms,legitimate,real
"Dear customer, Your monthly DHL statement is now available in the app.",email,legitimate,synthetic
"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",sms,phishing,real
Dernier avertissement: mettez a jour vos infos Microsoft ou perte du compte: https://amaz0n-verify.net,sms,phishing,synthetic
Understand. his loss is my gain :) so do you work? School?,sms,legitimate,real
"Dear customer, Vous avez gagne un cadeau Attijariwafa! Reclamez-le sous 24h: http://secure-orange-fr.com/login/verify",email,phishing,synthetic
O. Well uv causes mutations. Sunscreen is like essential thesedays,sms,legitimate,real
Votre colis est bloque. Payez les frais de douane: http://amaz0n-verify.net/account/confirm,sms,phishing,synthetic
Dont know you bring some food,sms,legitimate,real
"Bonjour, تنبيه: تم تعليق حسابك في Apple. تحقق من هويتك هنا: https://secure-orange-fr.com/unlock?id=8821",email,phishing,synthetic
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,sms,phishing,real
How is it possible to teach you. And where.,sms,legitimate,real
You dont know you jabo me abi.,sms,legitimate,real
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,sms,phishing,real
Dernier avertissement: mettez a jour vos infos CIH Bank ou perte du compte: http://paypa1-secure.com/login/verify,sms,phishing,synthetic
Vous avez gagne un cadeau Microsoft! Reclamez-le sous 24h: http://bit.ly/3xVq9z,sms,phishing,synthetic
"Better than bb. If he wont use it, his wife will or them doctor",sms,legitimate,real
Nvm take ur time.,sms,legitimate,real
2marrow only. Wed at &lt;#&gt; to 2 aha.,sms,legitimate,real
Good. Good job. I like entrepreneurs,sms,legitimate,real
Votre carte sera debitee de 89.99 EUR. Annulez ici: https://laposte-colis.info/secure/update,sms,phishing,synthetic
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,sms,legitimate,real
"Not yet chikku..going to room nw, i'm in bus..",sms,legitimate,real
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",sms,phishing,real
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",sms,phishing,real
"If i let you do this, i want you in the house by 8am.",sms,legitimate,real
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,sms,phishing,real
How? Izzit still raining?,sms,legitimate,real
Your Google account is locked. Confirm your identity now: http://secure-orange-fr.com/account/confirm,sms,phishing,synthetic
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,sms,legitimate,real
"Cher client, Votre carte sera debitee de 89.99 EUR. Annulez ici: https://apple-id-locked.co",email,phishing,synthetic
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",sms,legitimate,real
Do we have any spare power supplies,sms,legitimate,real
Dernier avertissement: mettez a jour vos infos Attijariwafa ou perte du compte: http://amaz0n-verify.net,sms,phishing,synthetic
"Bonjour, Vous avez gagne un cadeau Amazon! Reclamez-le sous 24h: http://cihbank-login.online/unlock?id=8821",email,phishing,synthetic
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,sms,legitimate,real
That was random saw my old roomate on campus. He graduated,sms,legitimate,real
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",sms,legitimate,real
So i'm doing a list of buyers.,sms,legitimate,real
"Cher client, Your Amazon account is locked. Confirm your identity now: https://amaz0n-verify.net/webscr?cmd=login",email,phishing,synthetic
Votre carte sera debitee de 89.99 EUR. Annulez ici: http://cihbank-login.online/login/verify,sms,phishing,synthetic
Why you Dint come with us.,sms,legitimate,real
Call FREEPHONE 0800 542 0578 now!,sms,phishing,real
So how many days since then?,sms,legitimate,real
URGENT: votre compte CIH Bank a ete suspendu. Verifiez ici: https://secure-orange-fr.com,sms,phishing,synthetic
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,sms,legitimate,real
Oic... Then better quickly go bathe n settle down...,sms,legitimate,real
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",sms,legitimate,real
What time you thinkin of goin?,sms,legitimate,real
How much she payed. Suganya.,sms,legitimate,real
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,sms,legitimate,real
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the &lt;#&gt; day return period ended.,sms,legitimate,real
"Dear customer, Dernier avertissement: mettez a jour vos infos Orange ou perte du compte: http://bit.ly/3xVq9z",email,phishing,synthetic
"Just looked it up and addie goes back Monday, sucks to be her",sms,legitimate,real
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,sms,phishing,real
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,sms,phishing,real
تنبيه: تم تعليق حسابك في Apple. تحقق من هويتك هنا: https://netflix-billing.support,sms,phishing,synthetic
